gene,D23118_B,D23118_Club,D23118_Endothelial,D23118_Fibroblast,D23118_Macrophage,D23118_Mast,D23118_Neutrophil,D23118_Plasma,D23118_T,D23118_T2P,D23118_pDC,D24118_B,D24118_Club,D24118_Endothelial,D24118_Fibroblast,D24118_Macrophage,D24118_Mast,D24118_Neutrophil,D24118_Plasma,D24118_T,D24118_T2P,D24118_pDC
MYO7A,0.0,0.0,2.0,0.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO7B,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MYO9A,2.0,2.0,19.0,12.0,698.0,47.0,5.0,1.0,111.0,61.0,0.0,13.0,18.0,19.0,20.0,323.0,18.0,1.0,1.0,113.0,36.0,1.0
MYO9B,20.0,2.0,26.0,28.0,3827.0,249.0,92.0,1.0,507.0,52.0,23.0,47.0,44.0,59.0,15.0,2053.0,77.0,19.0,14.0,615.0,62.0,27.0
MYOC,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOCD,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOF,0.0,0.0,16.0,81.0,4430.0,56.0,15.0,0.0,26.0,211.0,7.0,1.0,4.0,62.0,16.0,1415.0,8.0,0.0,1.0,24.0,64.0,6.0
MYOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOM1,0.0,0.0,0.0,0.0,163.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,130.0,1.0,0.0,0.0,5.0,4.0,4.0
MYOM2,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
MYOM3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOZ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MYOZ3,0.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
MYPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYPOP,0.0,1.0,1.0,2.0,29.0,5.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,7.0,1.0,0.0
MYRF,0.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,21.0,16.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,30.0,8.0,0.0
MYRFL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYRIP,0.0,0.0,3.0,0.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
MYSM1,10.0,1.0,5.0,15.0,394.0,50.0,15.0,5.0,151.0,16.0,4.0,21.0,9.0,7.0,6.0,237.0,10.0,5.0,9.0,160.0,18.0,6.0
MYT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MYT1L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYZAP,3.0,0.0,25.0,3.0,14.0,0.0,0.0,0.0,18.0,3.0,0.0,16.0,5.0,29.0,0.0,5.0,0.0,0.0,0.0,15.0,9.0,1.0
MZB1,10.0,0.0,0.0,2.0,25.0,36.0,6.0,135.0,91.0,0.0,28.0,10.0,2.0,3.0,9.0,21.0,3.0,4.0,429.0,67.0,8.0,8.0
MZF1,0.0,0.0,1.0,1.0,57.0,7.0,0.0,0.0,12.0,2.0,1.0,1.0,0.0,2.0,1.0,29.0,0.0,0.0,1.0,3.0,3.0,0.0
MZT1,2.0,0.0,2.0,6.0,183.0,13.0,0.0,0.0,29.0,3.0,0.0,7.0,2.0,2.0,3.0,118.0,4.0,1.0,0.0,50.0,4.0,1.0
MZT2B,22.0,10.0,19.0,42.0,1726.0,133.0,13.0,6.0,572.0,100.0,13.0,26.0,31.0,30.0,20.0,857.0,63.0,5.0,16.0,607.0,72.0,3.0
N4BP1,16.0,2.0,20.0,30.0,1932.0,99.0,254.0,3.0,885.0,69.0,9.0,17.0,33.0,38.0,18.0,1013.0,29.0,45.0,13.0,968.0,64.0,7.0
N4BP2,6.0,1.0,5.0,18.0,799.0,42.0,4.0,1.0,193.0,24.0,2.0,17.0,21.0,10.0,13.0,278.0,13.0,0.0,7.0,206.0,27.0,3.0
N4BP2L1,4.0,0.0,9.0,7.0,483.0,30.0,17.0,0.0,139.0,22.0,21.0,20.0,13.0,18.0,5.0,348.0,4.0,7.0,0.0,169.0,30.0,16.0
N4BP2L2,26.0,3.0,19.0,27.0,1067.0,84.0,39.0,3.0,349.0,58.0,15.0,45.0,27.0,35.0,25.0,610.0,26.0,10.0,5.0,397.0,60.0,5.0
N4BP3,0.0,1.0,16.0,0.0,35.0,5.0,0.0,0.0,10.0,3.0,2.0,1.0,0.0,11.0,1.0,19.0,2.0,0.0,0.0,25.0,1.0,1.0
N6AMT1,0.0,0.0,0.0,2.0,22.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,18.0,1.0,0.0,0.0,4.0,2.0,0.0
NAA10,12.0,5.0,29.0,29.0,1403.0,108.0,10.0,4.0,206.0,78.0,19.0,19.0,22.0,44.0,9.0,673.0,38.0,3.0,9.0,254.0,22.0,11.0
NAA15,12.0,3.0,20.0,29.0,1463.0,81.0,5.0,1.0,261.0,77.0,13.0,30.0,25.0,33.0,14.0,838.0,64.0,1.0,9.0,417.0,60.0,10.0
NAA16,2.0,2.0,5.0,4.0,201.0,29.0,1.0,1.0,78.0,14.0,5.0,9.0,7.0,6.0,4.0,91.0,11.0,0.0,3.0,74.0,9.0,2.0
NAA20,6.0,5.0,20.0,12.0,1507.0,59.0,8.0,0.0,188.0,49.0,4.0,17.0,23.0,23.0,8.0,869.0,16.0,2.0,8.0,176.0,32.0,5.0
NAA25,1.0,1.0,6.0,2.0,296.0,30.0,4.0,0.0,66.0,6.0,5.0,6.0,9.0,6.0,5.0,185.0,17.0,0.0,0.0,67.0,14.0,2.0
NAA30,7.0,0.0,5.0,9.0,316.0,32.0,2.0,0.0,155.0,12.0,5.0,10.0,14.0,8.0,8.0,217.0,11.0,2.0,5.0,192.0,19.0,2.0
NAA35,6.0,1.0,15.0,18.0,550.0,52.0,5.0,0.0,141.0,19.0,2.0,12.0,8.0,11.0,5.0,311.0,16.0,0.0,3.0,168.0,26.0,2.0
NAA38,4.0,2.0,15.0,20.0,681.0,58.0,2.0,0.0,116.0,55.0,6.0,6.0,12.0,11.0,5.0,305.0,13.0,0.0,3.0,111.0,16.0,2.0
NAA40,0.0,2.0,6.0,2.0,79.0,8.0,0.0,0.0,19.0,5.0,0.0,3.0,1.0,2.0,0.0,33.0,3.0,0.0,0.0,32.0,5.0,0.0
NAA50,30.0,3.0,22.0,39.0,2464.0,166.0,24.0,3.0,574.0,106.0,22.0,82.0,59.0,29.0,27.0,1682.0,86.0,6.0,20.0,812.0,81.0,16.0
NAA60,8.0,0.0,10.0,5.0,403.0,25.0,13.0,0.0,82.0,20.0,1.0,23.0,9.0,3.0,8.0,181.0,12.0,1.0,1.0,100.0,18.0,2.0
NAAA,18.0,2.0,32.0,54.0,9011.0,126.0,20.0,1.0,207.0,81.0,19.0,25.0,55.0,60.0,21.0,3639.0,30.0,0.0,8.0,224.0,55.0,14.0
NAALAD2,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
NAALADL1,0.0,0.0,1.0,3.0,100.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0
NAB1,10.0,2.0,18.0,31.0,1247.0,78.0,30.0,3.0,497.0,49.0,15.0,11.0,35.0,22.0,12.0,586.0,30.0,8.0,19.0,660.0,53.0,5.0
NAB2,2.0,0.0,3.0,10.0,170.0,8.0,2.0,0.0,25.0,19.0,0.0,5.0,0.0,8.0,6.0,96.0,6.0,0.0,0.0,50.0,9.0,0.0
NABP1,3.0,2.0,5.0,9.0,458.0,19.0,57.0,1.0,180.0,11.0,4.0,23.0,18.0,17.0,15.0,324.0,8.0,31.0,1.0,290.0,29.0,2.0
NABP2,3.0,0.0,8.0,7.0,251.0,40.0,4.0,0.0,67.0,17.0,5.0,6.0,7.0,4.0,1.0,132.0,15.0,0.0,3.0,84.0,7.0,2.0
NACA,55.0,6.0,41.0,71.0,4617.0,351.0,47.0,7.0,1034.0,193.0,73.0,133.0,123.0,117.0,48.0,2716.0,249.0,13.0,51.0,1550.0,153.0,41.0
NACA2,0.0,0.0,1.0,0.0,30.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,19.0,1.0,0.0,0.0,13.0,2.0,0.0
NACAD,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
NACC1,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0
NACC2,0.0,4.0,10.0,16.0,973.0,32.0,4.0,0.0,12.0,26.0,1.0,0.0,9.0,14.0,4.0,482.0,16.0,0.0,0.0,11.0,10.0,1.0
NADK2,0.0,5.0,5.0,4.0,253.0,17.0,0.0,1.0,25.0,9.0,0.0,2.0,5.0,4.0,6.0,141.0,9.0,0.0,2.0,46.0,4.0,0.0
NADSYN1,3.0,1.0,5.0,4.0,239.0,15.0,1.0,0.0,36.0,4.0,0.0,5.0,1.0,4.0,1.0,181.0,7.0,0.0,1.0,43.0,10.0,2.0
NAE1,2.0,1.0,13.0,12.0,509.0,71.0,2.0,1.0,117.0,41.0,6.0,4.0,8.0,10.0,7.0,266.0,34.0,0.0,6.0,176.0,27.0,4.0
NAF1,1.0,2.0,1.0,5.0,267.0,18.0,0.0,0.0,54.0,8.0,5.0,3.0,8.0,8.0,1.0,144.0,6.0,0.0,3.0,82.0,11.0,4.0
NAGA,4.0,2.0,4.0,14.0,757.0,63.0,2.0,3.0,68.0,43.0,6.0,7.0,26.0,28.0,6.0,989.0,14.0,3.0,10.0,99.0,22.0,9.0
NAGLU,1.0,1.0,7.0,9.0,1073.0,42.0,4.0,2.0,17.0,25.0,2.0,5.0,11.0,11.0,9.0,531.0,13.0,1.0,3.0,32.0,16.0,2.0
NAGPA,6.0,0.0,3.0,7.0,467.0,9.0,0.0,0.0,31.0,10.0,3.0,6.0,2.0,8.0,1.0,237.0,2.0,0.0,0.0,38.0,6.0,0.0
NAGS,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
NAIF1,0.0,0.0,3.0,6.0,118.0,9.0,0.0,0.0,44.0,6.0,1.0,1.0,2.0,3.0,0.0,77.0,1.0,1.0,0.0,54.0,4.0,1.0
NAIP,0.0,0.0,2.0,4.0,1095.0,13.0,53.0,0.0,23.0,10.0,2.0,1.0,3.0,7.0,0.0,445.0,1.0,17.0,0.0,12.0,9.0,0.0
NALCN,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAMPT,11.0,1.0,22.0,41.0,4146.0,236.0,263.0,0.0,375.0,93.0,8.0,9.0,53.0,57.0,18.0,2140.0,155.0,82.0,8.0,468.0,94.0,14.0
NANOS1,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
NANOS3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
NANP,1.0,0.0,3.0,8.0,142.0,8.0,2.0,0.0,44.0,6.0,3.0,9.0,2.0,4.0,2.0,99.0,7.0,0.0,2.0,53.0,8.0,2.0
NANS,5.0,3.0,6.0,19.0,1527.0,54.0,11.0,10.0,160.0,62.0,14.0,9.0,41.0,17.0,9.0,766.0,31.0,5.0,31.0,154.0,49.0,9.0
NAP1L1,69.0,13.0,48.0,108.0,5191.0,557.0,41.0,14.0,1339.0,182.0,57.0,167.0,88.0,106.0,40.0,2967.0,273.0,12.0,34.0,1771.0,182.0,31.0
NAP1L2,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,18.0,1.0,0.0
NAP1L3,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
NAP1L4,34.0,7.0,51.0,57.0,3859.0,209.0,45.0,5.0,883.0,141.0,16.0,57.0,58.0,58.0,19.0,2039.0,101.0,12.0,15.0,1182.0,84.0,18.0
NAP1L5,1.0,0.0,3.0,1.0,58.0,3.0,0.0,1.0,43.0,0.0,8.0,1.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,41.0,6.0,1.0
NAPA,4.0,1.0,5.0,4.0,447.0,14.0,11.0,2.0,42.0,12.0,5.0,0.0,4.0,2.0,2.0,197.0,3.0,3.0,1.0,57.0,8.0,3.0
NAPB,3.0,0.0,2.0,6.0,233.0,16.0,0.0,1.0,78.0,19.0,1.0,10.0,9.0,6.0,1.0,112.0,12.0,0.0,1.0,79.0,6.0,1.0
NAPEPLD,0.0,0.0,1.0,4.0,38.0,6.0,0.0,0.0,10.0,11.0,0.0,1.0,3.0,0.0,2.0,14.0,2.0,0.0,0.0,8.0,4.0,0.0
NAPG,5.0,4.0,11.0,9.0,660.0,54.0,2.0,0.0,95.0,42.0,3.0,9.0,8.0,5.0,10.0,295.0,13.0,1.0,1.0,97.0,20.0,1.0
NAPRT,0.0,6.0,6.0,4.0,1180.0,69.0,3.0,0.0,18.0,33.0,0.0,1.0,20.0,18.0,1.0,399.0,24.0,1.0,1.0,23.0,10.0,0.0
NARF,7.0,0.0,5.0,8.0,564.0,71.0,43.0,1.0,129.0,24.0,14.0,22.0,10.0,12.0,2.0,232.0,33.0,10.0,6.0,136.0,18.0,7.0
NARFL,0.0,0.0,1.0,4.0,212.0,9.0,4.0,2.0,40.0,13.0,2.0,5.0,5.0,2.0,6.0,85.0,3.0,0.0,1.0,46.0,12.0,0.0
NARS,23.0,13.0,56.0,60.0,2338.0,144.0,20.0,6.0,437.0,127.0,14.0,46.0,44.0,45.0,30.0,1173.0,81.0,7.0,29.0,556.0,77.0,14.0
NARS2,2.0,0.0,3.0,6.0,352.0,9.0,1.0,0.0,31.0,19.0,3.0,6.0,2.0,1.0,3.0,157.0,4.0,2.0,10.0,35.0,10.0,2.0
NASP,14.0,2.0,26.0,45.0,1337.0,152.0,4.0,2.0,502.0,84.0,22.0,50.0,17.0,25.0,23.0,789.0,83.0,1.0,11.0,630.0,63.0,12.0
NAT1,3.0,1.0,6.0,2.0,202.0,29.0,6.0,0.0,46.0,7.0,0.0,8.0,6.0,1.0,1.0,104.0,9.0,0.0,0.0,57.0,10.0,4.0
NAT10,8.0,0.0,2.0,8.0,309.0,24.0,4.0,0.0,99.0,18.0,2.0,19.0,4.0,4.0,8.0,116.0,9.0,0.0,0.0,78.0,6.0,4.0
NAT14,3.0,11.0,0.0,8.0,10.0,1.0,0.0,0.0,5.0,13.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
NAT16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT6,0.0,0.0,1.0,1.0,40.0,10.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,1.0,0.0,0.0,4.0,1.0,0.0
NAT8L,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NAT9,1.0,0.0,1.0,2.0,408.0,17.0,3.0,0.0,14.0,8.0,1.0,2.0,4.0,5.0,1.0,153.0,3.0,0.0,3.0,11.0,2.0,0.0
NATD1,0.0,0.0,1.0,0.0,29.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,3.0,2.0,1.0
NAV1,4.0,0.0,14.0,22.0,1059.0,120.0,1.0,0.0,5.0,9.0,2.0,1.0,4.0,28.0,22.0,504.0,46.0,0.0,0.0,10.0,13.0,0.0
NAV2,0.0,0.0,1.0,3.0,6.0,7.0,0.0,0.0,1.0,48.0,0.0,0.0,8.0,1.0,0.0,2.0,15.0,0.0,0.0,5.0,18.0,0.0
NAV3,0.0,0.0,2.0,5.0,85.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,29.0,0.0,2.0,0.0,3.0,0.0,0.0
NBAS,6.0,0.0,9.0,11.0,331.0,43.0,3.0,1.0,86.0,13.0,6.0,3.0,9.0,3.0,6.0,105.0,5.0,0.0,2.0,59.0,11.0,4.0
NBEA,2.0,5.0,4.0,2.0,40.0,35.0,0.0,0.0,5.0,3.0,0.0,1.0,13.0,5.0,7.0,9.0,24.0,0.0,1.0,11.0,4.0,0.0
NBEAL1,3.0,3.0,3.0,14.0,373.0,43.0,3.0,1.0,94.0,37.0,1.0,9.0,17.0,12.0,12.0,182.0,9.0,3.0,4.0,93.0,19.0,6.0
NBEAL2,5.0,0.0,2.0,1.0,229.0,31.0,32.0,0.0,196.0,4.0,1.0,4.0,5.0,3.0,0.0,140.0,7.0,9.0,1.0,193.0,5.0,0.0
NBL1,1.0,15.0,7.0,61.0,32.0,2.0,0.0,0.0,12.0,19.0,1.0,1.0,23.0,10.0,113.0,158.0,8.0,1.0,0.0,125.0,18.0,0.0
NBN,8.0,5.0,12.0,27.0,1518.0,64.0,276.0,1.0,198.0,64.0,8.0,19.0,22.0,45.0,13.0,1058.0,14.0,82.0,6.0,237.0,50.0,4.0
NBPF1,2.0,0.0,4.0,4.0,49.0,8.0,0.0,0.0,19.0,5.0,2.0,3.0,0.0,1.0,1.0,36.0,2.0,0.0,0.0,17.0,1.0,0.0
NBPF7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBR1,14.0,1.0,17.0,30.0,1411.0,96.0,64.0,1.0,376.0,89.0,7.0,24.0,33.0,40.0,34.0,807.0,33.0,19.0,7.0,463.0,66.0,11.0
NCALD,0.0,0.0,2.0,5.0,26.0,10.0,1.0,0.0,52.0,3.0,0.0,0.0,6.0,8.0,13.0,15.0,1.0,0.0,0.0,66.0,2.0,0.0
NCAM1,1.0,1.0,3.0,2.0,1058.0,16.0,3.0,1.0,57.0,5.0,1.0,1.0,10.0,27.0,6.0,727.0,2.0,2.0,0.0,63.0,13.0,0.0
NCAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAPD2,5.0,0.0,4.0,9.0,154.0,57.0,3.0,0.0,268.0,17.0,1.0,2.0,8.0,2.0,2.0,89.0,18.0,0.0,5.0,286.0,7.0,4.0
NCAPD3,1.0,1.0,8.0,3.0,267.0,62.0,3.0,0.0,150.0,13.0,5.0,0.0,5.0,7.0,0.0,119.0,8.0,0.0,1.0,173.0,14.0,2.0
NCAPG,1.0,0.0,7.0,11.0,104.0,69.0,0.0,0.0,118.0,35.0,1.0,0.0,1.0,0.0,1.0,38.0,25.0,0.0,4.0,149.0,8.0,0.0
NCAPG2,0.0,0.0,1.0,6.0,131.0,26.0,2.0,0.0,86.0,11.0,0.0,1.0,0.0,3.0,1.0,57.0,11.0,0.0,2.0,116.0,5.0,0.0
NCAPH,3.0,2.0,6.0,4.0,692.0,156.0,16.0,1.0,196.0,19.0,5.0,11.0,12.0,12.0,0.0,366.0,32.0,4.0,3.0,261.0,12.0,3.0
NCAPH2,3.0,0.0,3.0,7.0,201.0,40.0,1.0,1.0,92.0,17.0,0.0,6.0,8.0,5.0,3.0,156.0,16.0,1.0,6.0,133.0,14.0,3.0
NCBP1,2.0,1.0,13.0,11.0,482.0,33.0,7.0,3.0,72.0,26.0,5.0,4.0,14.0,7.0,5.0,270.0,15.0,0.0,1.0,138.0,22.0,1.0
NCBP2,5.0,3.0,17.0,36.0,1520.0,108.0,13.0,4.0,255.0,61.0,15.0,16.0,19.0,21.0,4.0,796.0,25.0,1.0,15.0,228.0,31.0,10.0
NCBP3,13.0,2.0,16.0,11.0,653.0,58.0,13.0,1.0,310.0,36.0,11.0,20.0,10.0,33.0,4.0,322.0,27.0,1.0,5.0,367.0,36.0,2.0
NCCRP1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCDN,0.0,0.0,0.0,0.0,41.0,3.0,0.0,0.0,19.0,5.0,0.0,2.0,4.0,4.0,0.0,31.0,1.0,0.0,0.0,28.0,2.0,0.0
NCEH1,0.0,0.0,2.0,0.0,1074.0,35.0,4.0,0.0,8.0,28.0,0.0,0.0,4.0,8.0,0.0,619.0,16.0,2.0,1.0,16.0,16.0,0.0
NCF1,12.0,2.0,10.0,6.0,2478.0,71.0,156.0,5.0,80.0,22.0,17.0,42.0,18.0,24.0,1.0,1350.0,10.0,32.0,7.0,35.0,20.0,14.0
NCF2,8.0,5.0,17.0,23.0,6236.0,76.0,260.0,0.0,133.0,49.0,11.0,9.0,20.0,49.0,2.0,2899.0,16.0,85.0,4.0,132.0,51.0,3.0
NCF4,12.0,4.0,14.0,23.0,4964.0,263.0,273.0,2.0,457.0,47.0,31.0,16.0,19.0,37.0,3.0,1782.0,77.0,58.0,13.0,353.0,44.0,9.0
NCK1,2.0,2.0,10.0,13.0,804.0,32.0,9.0,1.0,137.0,35.0,5.0,17.0,4.0,21.0,16.0,492.0,11.0,2.0,3.0,181.0,24.0,9.0
NCK2,3.0,0.0,15.0,22.0,771.0,21.0,23.0,1.0,138.0,34.0,1.0,9.0,12.0,12.0,15.0,372.0,5.0,2.0,0.0,175.0,12.0,1.0
NCKAP1,0.0,6.0,34.0,29.0,10.0,44.0,1.0,0.0,4.0,79.0,0.0,1.0,10.0,14.0,20.0,4.0,22.0,0.0,0.0,3.0,39.0,0.0
NCKAP1L,23.0,1.0,20.0,23.0,4996.0,327.0,53.0,3.0,390.0,32.0,32.0,59.0,14.0,37.0,0.0,2273.0,129.0,14.0,8.0,329.0,36.0,37.0
NCKAP5,0.0,0.0,14.0,4.0,121.0,3.0,0.0,0.0,6.0,1.0,0.0,17.0,4.0,13.0,4.0,36.0,1.0,0.0,0.0,5.0,5.0,4.0
NCKAP5L,2.0,0.0,2.0,5.0,457.0,12.0,0.0,0.0,21.0,4.0,1.0,3.0,0.0,8.0,5.0,298.0,12.0,0.0,1.0,21.0,8.0,3.0
NCKIPSD,0.0,0.0,1.0,2.0,236.0,5.0,1.0,0.0,5.0,3.0,0.0,0.0,2.0,1.0,3.0,110.0,1.0,1.0,0.0,9.0,2.0,1.0
NCL,80.0,9.0,118.0,163.0,5805.0,549.0,98.0,24.0,1875.0,428.0,75.0,175.0,143.0,111.0,63.0,3465.0,267.0,31.0,71.0,2615.0,257.0,58.0
NCLN,2.0,0.0,8.0,10.0,725.0,48.0,7.0,1.0,78.0,35.0,8.0,10.0,7.0,6.0,5.0,400.0,22.0,1.0,5.0,106.0,22.0,6.0
NCMAP,0.0,1.0,0.0,0.0,53.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,7.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0
NCOA1,12.0,4.0,23.0,12.0,902.0,159.0,50.0,1.0,245.0,38.0,12.0,18.0,24.0,26.0,31.0,511.0,48.0,14.0,6.0,320.0,41.0,19.0
NCOA2,9.0,1.0,15.0,8.0,869.0,48.0,16.0,5.0,297.0,35.0,6.0,30.0,17.0,23.0,17.0,427.0,28.0,4.0,10.0,441.0,36.0,1.0
NCOA3,44.0,0.0,32.0,12.0,1271.0,77.0,62.0,1.0,362.0,29.0,24.0,66.0,21.0,37.0,12.0,514.0,25.0,17.0,11.0,397.0,32.0,20.0
NCOA5,3.0,1.0,2.0,4.0,185.0,17.0,2.0,1.0,70.0,7.0,3.0,7.0,5.0,3.0,2.0,119.0,6.0,1.0,3.0,83.0,6.0,2.0
NCOA6,6.0,2.0,11.0,14.0,559.0,46.0,10.0,2.0,156.0,21.0,5.0,16.0,5.0,8.0,5.0,244.0,12.0,2.0,1.0,148.0,15.0,4.0
NCOR1,42.0,5.0,49.0,55.0,2896.0,203.0,49.0,5.0,838.0,125.0,44.0,95.0,34.0,72.0,28.0,1431.0,70.0,7.0,19.0,1065.0,86.0,20.0
NCOR2,12.0,2.0,9.0,25.0,1519.0,115.0,15.0,3.0,161.0,59.0,7.0,10.0,15.0,32.0,19.0,791.0,17.0,1.0,2.0,161.0,41.0,7.0
NCR1,2.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0
NCR3,2.0,0.0,1.0,1.0,41.0,2.0,0.0,0.0,107.0,4.0,1.0,3.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,70.0,2.0,0.0
NCR3LG1,0.0,0.0,0.0,0.0,202.0,1.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2.0,0.0,3.0,0.0,0.0
