Gene stable ID	HGNC symbol	Gene type	UniProtKB Gene Name symbol	Gene name
ENSMMUG00000025201		snoRNA		SNORD58
ENSMMUG00000054191		misc_RNA		Metazoa_SRP
ENSMMUG00000054448		misc_RNA		Metazoa_SRP
ENSMMUG00000007796		protein_coding	LOC704049	FXYD6
ENSMMUG00000007796		protein_coding	LOC704049	FXYD6
ENSMMUG00000007796		protein_coding	FXYD6	FXYD6
ENSMMUG00000007796		protein_coding	LOC704049	FXYD6
ENSMMUG00000007796		protein_coding	LOC704049	FXYD6
ENSMMUG00000015134		protein_coding	SLC5A8	SLC5A8
ENSMMUG00000058048		snoRNA		
ENSMMUG00000007688		protein_coding	AMOT	AMOT
ENSMMUG00000050775		misc_RNA		Metazoa_SRP
ENSMMUG00000028044		snRNA		U6
ENSMMUG00000009077		protein_coding	ADAP2	ADAP2
ENSMMUG00000009077		protein_coding	ADAP2	ADAP2
ENSMMUG00000009077		protein_coding	ADAP2	ADAP2
ENSMMUG00000009077		protein_coding	ADAP2	ADAP2
ENSMMUG00000022272		protein_coding	PCDH17	PCDH17
ENSMMUG00000022272		protein_coding	PCDH17	PCDH17
ENSMMUG00000051535		protein_coding		
ENSMMUG00000063897	ANKRD39	protein_coding	ANKRD39	ANKRD39
ENSMMUG00000039826		lncRNA		
ENSMMUG00000006429		protein_coding	ACTN4	ACTN4
ENSMMUG00000006429		protein_coding	ACTN4	ACTN4
ENSMMUG00000054117		snoRNA		SNORD115
ENSMMUG00000061455		lncRNA		
ENSMMUG00000001944		protein_coding	HAPSTR1	HAPSTR1
ENSMMUG00000048626		misc_RNA		Metazoa_SRP
ENSMMUG00000053886		snRNA		U6
ENSMMUG00000012223		protein_coding	BCAT1	BCAT1
ENSMMUG00000012223		protein_coding	BCAT1	BCAT1
ENSMMUG00000012223		protein_coding	BCAT1	BCAT1
ENSMMUG00000012223		protein_coding	BCAT1	BCAT1
ENSMMUG00000034278		snRNA		U6
ENSMMUG00000059217		protein_coding		
ENSMMUG00000012811		protein_coding	FASN	FASN
ENSMMUG00000012811		protein_coding	FASN	FASN
ENSMMUG00000020525		protein_coding	EARS2	EARS2
ENSMMUG00000020525		protein_coding	EARS2	EARS2
ENSMMUG00000052195		protein_coding		
ENSMMUG00000022771		protein_coding	PASD1	PASD1
ENSMMUG00000062667		protein_coding	LRFN3	LRFN3
ENSMMUG00000008867		protein_coding	ERI1	ERI1
ENSMMUG00000008867		protein_coding	ERI1	ERI1
ENSMMUG00000008867		protein_coding	ERI1	ERI1
ENSMMUG00000010043		protein_coding	EGF	EGF
ENSMMUG00000010043		protein_coding	EGF	EGF
ENSMMUG00000010043		protein_coding	EGF	EGF
ENSMMUG00000010043		protein_coding	EGF	EGF
ENSMMUG00000010043		protein_coding	EGF	EGF
ENSMMUG00000010043		protein_coding	EGF	EGF
ENSMMUG00000010043		protein_coding	EGF	EGF
ENSMMUG00000039920		snoRNA		SNORD39
ENSMMUG00000017070		protein_coding	ZSCAN29	ZSCAN29
ENSMMUG00000063289		lncRNA		
ENSMMUG00000001760		protein_coding	DYM	DYM
ENSMMUG00000001760		protein_coding	DYM	DYM
ENSMMUG00000001760		protein_coding	DYM	DYM
ENSMMUG00000001760		protein_coding	DYM	DYM
ENSMMUG00000001760		protein_coding	DYM	DYM
ENSMMUG00000001760		protein_coding	DYM	DYM
ENSMMUG00000010453		protein_coding	FOLR2	FOLR2
ENSMMUG00000010453		protein_coding	FOLR2	FOLR2
ENSMMUG00000010453		protein_coding	FOLR2	FOLR2
ENSMMUG00000010453		protein_coding	FOLR2	FOLR2
ENSMMUG00000010453		protein_coding	FOLR2	FOLR2
ENSMMUG00000064267		protein_coding	MPPE1	MPPE1
ENSMMUG00000064370		pseudogene		
ENSMMUG00000003631		protein_coding	CKAP5	CKAP5
ENSMMUG00000003631		protein_coding	CKAP5	CKAP5
ENSMMUG00000003631		protein_coding	CKAP5	CKAP5
ENSMMUG00000045350		misc_RNA		Metazoa_SRP
ENSMMUG00000053216		snRNA		U2
ENSMMUG00000056505		protein_coding		
ENSMMUG00000061597		misc_RNA		Metazoa_SRP
ENSMMUG00000020065		protein_coding	HEATR3	HEATR3
ENSMMUG00000053003		protein_coding	GALR1	GALR1
ENSMMUG00000055989		lncRNA		
ENSMMUG00000036493		snRNA		U4
ENSMMUG00000024233		snRNA		U6
ENSMMUG00000056615		lncRNA		
ENSMMUG00000012992		protein_coding	NFE2	NFE2
ENSMMUG00000062776		lncRNA		
ENSMMUG00000049615		protein_coding		
ENSMMUG00000013350	OR5M3	protein_coding	OR5M3	OR5M3
ENSMMUG00000054592		lncRNA		
ENSMMUG00000018645		protein_coding	KRT35	KRT35
ENSMMUG00000047465		misc_RNA		Metazoa_SRP
ENSMMUG00000064613		protein_coding	SPCS3	SPCS3
ENSMMUG00000019826	MAZ	protein_coding	MAZ	MAZ
ENSMMUG00000019826	MAZ	protein_coding	MAZ	MAZ
ENSMMUG00000057318		snRNA		U2
ENSMMUG00000002532		protein_coding	ZSWIM6	ZSWIM6
ENSMMUG00000006065		protein_coding	PTK6	PTK6
ENSMMUG00000043867		protein_coding		
ENSMMUG00000013558		protein_coding	PUF60	PUF60
ENSMMUG00000013558		protein_coding	PUF60	PUF60
ENSMMUG00000013558		protein_coding	PUF60	PUF60
ENSMMUG00000013558		protein_coding	PUF60	PUF60
ENSMMUG00000013558		protein_coding	PUF60	PUF60
ENSMMUG00000059942		misc_RNA		Metazoa_SRP
ENSMMUG00000021797		protein_coding	CHN1	CHN1
ENSMMUG00000021797		protein_coding	CHN1	CHN1
ENSMMUG00000021797		protein_coding	CHN1	CHN1
ENSMMUG00000021797		protein_coding	CHN1	CHN1
ENSMMUG00000021797		protein_coding	CHN1	CHN1
ENSMMUG00000048988		protein_coding	OR5M9	OR5M9
ENSMMUG00000060808		lncRNA		
ENSMMUG00000016391		protein_coding	EFHC2	EFHC2
ENSMMUG00000016391		protein_coding	EFHC2	EFHC2
ENSMMUG00000063052		protein_coding	CPO	CPO
ENSMMUG00000063825		pseudogene		
ENSMMUG00000017912		protein_coding	KCTD8	KCTD8
ENSMMUG00000058661		lncRNA		
ENSMMUG00000003904		protein_coding	NUCB1	NUCB1
ENSMMUG00000051935		snoRNA		SNORD115
ENSMMUG00000057031		protein_coding		
ENSMMUG00000022341		protein_coding	RPL7A	RPL7A
ENSMMUG00000011663		protein_coding	MVK	MVK
ENSMMUG00000011663		protein_coding	MVK	MVK
ENSMMUG00000011663		protein_coding	MVK	MVK
ENSMMUG00000049504		lncRNA		
ENSMMUG00000061974		protein_coding		
ENSMMUG00000002989		protein_coding	NTAN1	NTAN1
ENSMMUG00000002989		protein_coding	NTAN1	NTAN1
ENSMMUG00000002989		protein_coding	NTAN1	NTAN1
ENSMMUG00000002989		protein_coding	NTAN1	NTAN1
ENSMMUG00000059470		misc_RNA		Metazoa_SRP
ENSMMUG00000051255		pseudogene		
ENSMMUG00000023751		protein_coding	GRN	GRN
ENSMMUG00000023751		protein_coding	GRN	GRN
ENSMMUG00000007187		protein_coding	HDHD3	HDHD3
ENSMMUG00000011166		protein_coding	MS4A8	MS4A8
ENSMMUG00000011166		protein_coding	MS4A8	MS4A8
ENSMMUG00000013186		protein_coding	SRD5A1	SRD5A1
ENSMMUG00000013186		protein_coding	SRD5A1	SRD5A1
ENSMMUG00000053193		misc_RNA		Metazoa_SRP
ENSMMUG00000057920		snoRNA		
ENSMMUG00000060511		lncRNA		
ENSMMUG00000004470		protein_coding	CD9	CD9
ENSMMUG00000058793		snRNA		U6
ENSMMUG00000053158		lncRNA		
ENSMMUG00000051586		lncRNA		
ENSMMUG00000031065	OR8U1	protein_coding	OR8U1	OR8U1
ENSMMUG00000055393		protein_coding		
ENSMMUG00000064990		lncRNA		
ENSMMUG00000016189		protein_coding	SNAPC3	SNAPC3
ENSMMUG00000016189		protein_coding	SNAPC3	SNAPC3
ENSMMUG00000020228		protein_coding	RUFY4	RUFY4
ENSMMUG00000020228		protein_coding	RUFY4	RUFY4
ENSMMUG00000018646		protein_coding	KRT36	KRT36
ENSMMUG00000023299		protein_coding	TIMM21	TIMM21
ENSMMUG00000007591		protein_coding	ANKRD23	ANKRD23
ENSMMUG00000063636		snoRNA		
ENSMMUG00000011497		protein_coding	WDR44	WDR44
ENSMMUG00000011497		protein_coding	WDR44	WDR44
ENSMMUG00000054305		snoRNA		
ENSMMUG00000062586		protein_coding		
ENSMMUG00000059886		lncRNA		
ENSMMUG00000009847		protein_coding	TIMM23	TIMM23
ENSMMUG00000009847		protein_coding	TIMM23	TIMM23
ENSMMUG00000004242		protein_coding	PEX5	PEX5
ENSMMUG00000004242		protein_coding	PEX5	PEX5
ENSMMUG00000004242		protein_coding	PEX5	PEX5
ENSMMUG00000004242		protein_coding	PEX5	PEX5
ENSMMUG00000051995		misc_RNA		Metazoa_SRP
ENSMMUG00000017076		protein_coding	TUBGCP4	TUBGCP4
ENSMMUG00000017076		protein_coding	TUBGCP4	TUBGCP4
ENSMMUG00000017076		protein_coding	TUBGCP4	TUBGCP4
ENSMMUG00000063627		snRNA		U6
ENSMMUG00000046436		misc_RNA		Metazoa_SRP
ENSMMUG00000041514		snoRNA		
ENSMMUG00000020523		protein_coding	UBFD1	UBFD1
ENSMMUG00000020523		protein_coding	UBFD1	UBFD1
ENSMMUG00000048052		snoRNA		
ENSMMUG00000011667		protein_coding	MYF6	MYF6
ENSMMUG00000051959		misc_RNA		Metazoa_SRP
ENSMMUG00000008306		protein_coding	PRKX	PRKX
ENSMMUG00000008306		protein_coding	PRKX	PRKX
ENSMMUG00000041006		protein_coding	FAM171A2	FAM171A2
ENSMMUG00000041006		protein_coding	FAM171A2	FAM171A2
ENSMMUG00000013511		protein_coding	SAT2	SAT2
ENSMMUG00000013511		protein_coding	SAT2	SAT2
ENSMMUG00000002136		protein_coding	HTRA2	HTRA2
ENSMMUG00000002136		protein_coding	HTRA2	HTRA2
ENSMMUG00000002136		protein_coding	HTRA2	HTRA2
ENSMMUG00000059891		protein_coding		
ENSMMUG00000040471	OR8J1	protein_coding	OR8J1	OR8J1
ENSMMUG00000053233		lncRNA		
ENSMMUG00000009684		protein_coding	KIF22	KIF22
ENSMMUG00000009684		protein_coding	KIF22	KIF22
ENSMMUG00000015982		protein_coding	NPAS4	NPAS4
ENSMMUG00000055693		lncRNA		
ENSMMUG00000064129		misc_RNA		Metazoa_SRP
ENSMMUG00000052222		lncRNA		
ENSMMUG00000005851		protein_coding	BSPRY	BSPRY
ENSMMUG00000005851		protein_coding	BSPRY	BSPRY
ENSMMUG00000059810		misc_RNA		Metazoa_SRP
ENSMMUG00000062893		misc_RNA		Metazoa_SRP
ENSMMUG00000016929		protein_coding	PRRG3	PRRG3
ENSMMUG00000052746		snoRNA		SNORD115
ENSMMUG00000029101		protein_coding	DPEP3	DPEP3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000017197		protein_coding	BCAS3	BCAS3
ENSMMUG00000048091		protein_coding	SDHAF1	SDHAF1
ENSMMUG00000051079		protein_coding		
ENSMMUG00000012321		protein_coding	FN1	FN1
ENSMMUG00000012321		protein_coding	FN1	FN1
ENSMMUG00000012321		protein_coding	FN1	FN1
ENSMMUG00000012321		protein_coding	FN1	FN1
ENSMMUG00000012321		protein_coding	FN1	FN1
ENSMMUG00000012321		protein_coding	FN1	FN1
ENSMMUG00000012321		protein_coding	FN1	FN1
ENSMMUG00000009273		protein_coding	GNPDA2	GNPDA2
ENSMMUG00000009273		protein_coding	GNPDA2	GNPDA2
ENSMMUG00000009273		protein_coding	GNPDA2	GNPDA2
ENSMMUG00000009273		protein_coding	GNPDA2	GNPDA2
ENSMMUG00000009273		protein_coding	GNPDA2	GNPDA2
ENSMMUG00000009273		protein_coding	GNPDA2	GNPDA2
ENSMMUG00000020553		protein_coding	KDM5C	KDM5C
ENSMMUG00000020553		protein_coding	KDM5C	KDM5C
ENSMMUG00000020553		protein_coding	KDM5C	KDM5C
ENSMMUG00000020553		protein_coding	KDM5C	KDM5C
ENSMMUG00000020553		protein_coding	KDM5C	KDM5C
ENSMMUG00000051957		protein_coding		
ENSMMUG00000008825		protein_coding	OCRL	OCRL
ENSMMUG00000008825		protein_coding	OCRL	OCRL
ENSMMUG00000051401		Y_RNA		Y_RNA
ENSMMUG00000061570		lncRNA		
ENSMMUG00000005182		protein_coding	COPZ1	COPZ1
ENSMMUG00000005182		protein_coding	COPZ1	COPZ1
ENSMMUG00000005182		protein_coding	COPZ1	COPZ1
ENSMMUG00000049882		lncRNA		
ENSMMUG00000041405		lncRNA		
ENSMMUG00000009470		protein_coding	CLN8	CLN8
ENSMMUG00000051082		snRNA		U6
ENSMMUG00000053349		snoRNA		
ENSMMUG00000049875		misc_RNA		Metazoa_SRP
ENSMMUG00000050161		protein_coding	SRMS	SRMS
ENSMMUG00000050750		lncRNA		
ENSMMUG00000013189		protein_coding	TENT4A	TENT4A
ENSMMUG00000013189		protein_coding	TENT4A	TENT4A
ENSMMUG00000049804		protein_coding		
ENSMMUG00000011846		protein_coding	PGR	PGR
ENSMMUG00000011846		protein_coding	PGR	PGR
ENSMMUG00000020796		protein_coding	SPTBN4	
ENSMMUG00000005131		protein_coding	EDNRB	EDNRB
ENSMMUG00000005131		protein_coding	EDNRB	EDNRB
ENSMMUG00000004198		protein_coding	HS6ST2	HS6ST2
ENSMMUG00000011669		protein_coding	MYF5	MYF5
ENSMMUG00000015177		protein_coding	CARTPT	CARTPT
ENSMMUG00000015177		protein_coding	CARTPT	CARTPT
ENSMMUG00000063022		lncRNA		
ENSMMUG00000061433		lncRNA		
ENSMMUG00000061906		lncRNA		
ENSMMUG00000019699		protein_coding	SYNE4	SYNE4
ENSMMUG00000057538		lncRNA		
ENSMMUG00000011828		protein_coding	CABP2	CABP2
ENSMMUG00000059762		protein_coding		
ENSMMUG00000063803		protein_coding		
ENSMMUG00000044054		misc_RNA		Metazoa_SRP
ENSMMUG00000057161		pseudogene		
ENSMMUG00000051464		lncRNA		
ENSMMUG00000018610		protein_coding	PAPOLA	PAPOLA
ENSMMUG00000018610		protein_coding	PAPOLA	PAPOLA
ENSMMUG00000018610		protein_coding	PAPOLA	PAPOLA
ENSMMUG00000018610		protein_coding	PAPOLA	PAPOLA
ENSMMUG00000018610		protein_coding	PAPOLA	PAPOLA
ENSMMUG00000055670		misc_RNA		Metazoa_SRP
ENSMMUG00000060588		IG_V_gene		
ENSMMUG00000054456		snoRNA		SNORD115
ENSMMUG00000059862		protein_coding		
ENSMMUG00000050378		misc_RNA		Metazoa_SRP
ENSMMUG00000058750		protein_coding	NRIP1	NRIP1
ENSMMUG00000058750		protein_coding	NRIP1	NRIP1
ENSMMUG00000060060		lncRNA		
ENSMMUG00000060613		protein_coding	FAM222A	FAM222A
ENSMMUG00000057442		lncRNA		
ENSMMUG00000026493		snoRNA		SNORD36
ENSMMUG00000005850		protein_coding	WDR31	WDR31
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000017259		protein_coding	DNAJC6	DNAJC6
ENSMMUG00000051242		snRNA		U6
ENSMMUG00000014718		protein_coding	SLC8A2	SLC8A2
ENSMMUG00000014718		protein_coding	SLC8A2	SLC8A2
ENSMMUG00000014718		protein_coding	SLC8A2	SLC8A2
ENSMMUG00000000192	MAP7D2	protein_coding	MAP7D2	MAP7D2
ENSMMUG00000000192	MAP7D2	protein_coding	MAP7D2	MAP7D2
ENSMMUG00000000192	MAP7D2	protein_coding	MAP7D2	MAP7D2
ENSMMUG00000000192	MAP7D2	protein_coding	MAP7D2	MAP7D2
ENSMMUG00000000192	MAP7D2	protein_coding	MAP7D2	MAP7D2
ENSMMUG00000060286		protein_coding		
ENSMMUG00000037651		lncRNA		
ENSMMUG00000044001		lncRNA		
ENSMMUG00000011671		protein_coding	LIN7A	LIN7A
ENSMMUG00000022977		protein_coding	LOC698692	
ENSMMUG00000022977		protein_coding	LOC698692	
ENSMMUG00000024994		snRNA		U1
ENSMMUG00000040413		protein_coding	KRT13	
ENSMMUG00000059017		lncRNA		
ENSMMUG00000026566		snoRNA		
ENSMMUG00000024747		snoRNA		SNORD36
ENSMMUG00000012891		protein_coding	UTP20	UTP20
ENSMMUG00000012891		protein_coding	UTP20	UTP20
ENSMMUG00000064042		protein_coding		
ENSMMUG00000053679		snoRNA		U3
ENSMMUG00000016292		protein_coding	PHACTR3	PHACTR3
ENSMMUG00000016292		protein_coding	PHACTR3	PHACTR3
ENSMMUG00000016292		protein_coding	PHACTR3	PHACTR3
ENSMMUG00000016292		protein_coding	PHACTR3	PHACTR3
ENSMMUG00000016292		protein_coding	PHACTR3	PHACTR3
ENSMMUG00000016217		protein_coding	MAS1	MAS1
ENSMMUG00000052548		lncRNA		
ENSMMUG00000061004	USP26	protein_coding	USP26	USP26
ENSMMUG00000059429		snRNA		U7
ENSMMUG00000062133		protein_coding		
ENSMMUG00000007596		protein_coding	SEMA4C	SEMA4C
ENSMMUG00000003905		protein_coding	DHDH	DHDH
ENSMMUG00000003905		protein_coding	DHDH	DHDH
ENSMMUG00000051326		protein_coding		
ENSMMUG00000050622		lncRNA		
ENSMMUG00000049921		lncRNA		
ENSMMUG00000040974		protein_coding	FATE1	FATE1
ENSMMUG00000040974		protein_coding	FATE1	FATE1
ENSMMUG00000018692		protein_coding	SCGB3A1	SCGB3A1
ENSMMUG00000043504		lncRNA		
ENSMMUG00000040803		protein_coding	SRL	SRL
ENSMMUG00000040803		protein_coding	SRL	SRL
ENSMMUG00000023907	SNORD87	snoRNA		SNORD87
ENSMMUG00000023298		protein_coding	FBXO15	FBXO15
ENSMMUG00000053899		protein_coding		
ENSMMUG00000024879		snRNA		U1
ENSMMUG00000025111		snoRNA		SNORD36
ENSMMUG00000063337		lncRNA		
ENSMMUG00000026107		Y_RNA		Y_RNA
ENSMMUG00000059991		lncRNA		
ENSMMUG00000052084		lncRNA		
ENSMMUG00000060307		lncRNA		
ENSMMUG00000025616		snoRNA		
ENSMMUG00000029840		misc_RNA		Metazoa_SRP
ENSMMUG00000007967	RNF135	protein_coding	RNF135	RNF135
ENSMMUG00000006069		protein_coding	FNDC11	FNDC11
ENSMMUG00000061170		misc_RNA		Metazoa_SRP
ENSMMUG00000062918		protein_coding		
ENSMMUG00000003177		protein_coding	TCF24	TCF24
ENSMMUG00000015984		protein_coding	SLC29A2	SLC29A2
ENSMMUG00000015984		protein_coding	SLC29A2	SLC29A2
ENSMMUG00000061888		lncRNA		
ENSMMUG00000057395		protein_coding	CDK2AP2	CDK2AP2
ENSMMUG00000032743		snoRNA		SNORD30
ENSMMUG00000052134		lncRNA		
ENSMMUG00000024743		snoRNA		SNORD24
ENSMMUG00000049972		lncRNA		
ENSMMUG00000006967		protein_coding	LANCL3	LANCL3
ENSMMUG00000028881	ZNF251	protein_coding	ZNF251	ZNF251
ENSMMUG00000028881	ZNF251	protein_coding	ZNF251	ZNF251
ENSMMUG00000023431		protein_coding	NASP	NASP
ENSMMUG00000023431		protein_coding	NASP	NASP
ENSMMUG00000023431		protein_coding	NASP	NASP
ENSMMUG00000023431		protein_coding	NASP	NASP
ENSMMUG00000023431		protein_coding	NASP	NASP
ENSMMUG00000023431		protein_coding	NASP	NASP
ENSMMUG00000056276		protein_coding	SMAD7	SMAD7
ENSMMUG00000012261		protein_coding	ZC3H12B	ZC3H12B
ENSMMUG00000057526		misc_RNA		Metazoa_SRP
ENSMMUG00000006348		protein_coding	DENND1A	DENND1A
ENSMMUG00000006348		protein_coding	DENND1A	DENND1A
ENSMMUG00000006348		protein_coding	DENND1A	DENND1A
ENSMMUG00000006348		protein_coding	DENND1A	DENND1A
ENSMMUG00000059230		snoRNA		SNORD115
ENSMMUG00000023986		Y_RNA		Y_RNA
ENSMMUG00000061640		protein_coding		
ENSMMUG00000060863		lncRNA		
ENSMMUG00000002508		protein_coding	KIAA0825	KIAA0825
ENSMMUG00000002508		protein_coding	KIAA0825	KIAA0825
ENSMMUG00000058893		lncRNA		
ENSMMUG00000060566		protein_coding		
ENSMMUG00000050555		snRNA		U6
ENSMMUG00000053330		misc_RNA		Metazoa_SRP
ENSMMUG00000017335		protein_coding	TFDP3	TFDP3
ENSMMUG00000000917		protein_coding	AKR1B1	AKR1B1
ENSMMUG00000000917		protein_coding	AKR1B1	AKR1B1
ENSMMUG00000000917		protein_coding	AKR1B1	AKR1B1
ENSMMUG00000000917		protein_coding	AKR1B1	AKR1B1
ENSMMUG00000000917		protein_coding	AKR1B1	AKR1B1
ENSMMUG00000000917		protein_coding	AKR1B1	AKR1B1
ENSMMUG00000000917		protein_coding	AKR1B1	AKR1B1
ENSMMUG00000012659		protein_coding	ITGA2B	ITGA2B
ENSMMUG00000031495		protein_coding	MTRFR	MTRFR
ENSMMUG00000031495		protein_coding	MTRFR	MTRFR
ENSMMUG00000006431		protein_coding	CAPN12	CAPN12
ENSMMUG00000006431		protein_coding	CAPN12	CAPN12
ENSMMUG00000006431		protein_coding	CAPN12	CAPN12
ENSMMUG00000050356		lncRNA		
ENSMMUG00000052050		pseudogene		
ENSMMUG00000065261		protein_coding		
ENSMMUG00000064040		lncRNA		
ENSMMUG00000028665		miRNA		mml-mir-618
ENSMMUG00000037097		snoRNA		SNORA70
ENSMMUG00000002060		protein_coding	KIZ	KIZ
ENSMMUG00000002060		protein_coding	KIZ	KIZ
ENSMMUG00000002060		protein_coding	KIZ	KIZ
ENSMMUG00000002060		protein_coding	KIZ	KIZ
ENSMMUG00000002060		protein_coding	KIZ	KIZ
ENSMMUG00000002060		protein_coding	KIZ	KIZ
ENSMMUG00000052706		misc_RNA		Metazoa_SRP
ENSMMUG00000060675		lncRNA		
ENSMMUG00000060257		snRNA		U2
ENSMMUG00000059837		lncRNA		
ENSMMUG00000054018		misc_RNA		Metazoa_SRP
ENSMMUG00000023195	VPREB1	protein_coding	VPREB1	VPREB1
ENSMMUG00000002799		protein_coding	IWS1	IWS1
ENSMMUG00000002799		protein_coding	IWS1	IWS1
ENSMMUG00000002799		protein_coding	IWS1	IWS1
ENSMMUG00000003178		protein_coding	PPP1R42	PPP1R42
ENSMMUG00000048032		protein_coding	LOC100423855	
ENSMMUG00000003942		protein_coding	TRPV4	TRPV4
ENSMMUG00000003942		protein_coding	TRPV4	TRPV4
ENSMMUG00000003942		protein_coding	TRPV4	TRPV4
ENSMMUG00000039230		snRNA		U7
ENSMMUG00000024034		snRNA		U1
ENSMMUG00000000375		protein_coding	PLEKHG6	PLEKHG6
ENSMMUG00000006070		protein_coding	HELZ2	HELZ2
ENSMMUG00000052821		protein_coding		
ENSMMUG00000018305		protein_coding	NKG2D	NKG2D
ENSMMUG00000018305		protein_coding	NKG2D	NKG2D
ENSMMUG00000018305		protein_coding	NKG2D	NKG2D
ENSMMUG00000001753		protein_coding	ITGA1	ITGA1
ENSMMUG00000001753		protein_coding	ITGA1	ITGA1
ENSMMUG00000061190		lncRNA		
ENSMMUG00000006652	ZBED5	protein_coding	ZBED5	ZBED5
ENSMMUG00000059658		lncRNA		
ENSMMUG00000008774		protein_coding	CLVS1	CLVS1
ENSMMUG00000048742		misc_RNA		Metazoa_SRP
ENSMMUG00000054293		protein_coding		
ENSMMUG00000006244		protein_coding	NUB1	NUB1
ENSMMUG00000006244		protein_coding	NUB1	NUB1
ENSMMUG00000062826		lncRNA		
ENSMMUG00000000044		protein_coding	IFT140	IFT140
ENSMMUG00000061963		misc_RNA		Metazoa_SRP
ENSMMUG00000062306		pseudogene		
ENSMMUG00000049709		protein_coding		
ENSMMUG00000020797		protein_coding	SHKBP1	SHKBP1
ENSMMUG00000020797		protein_coding	SHKBP1	SHKBP1
ENSMMUG00000020797		protein_coding	SHKBP1	SHKBP1
ENSMMUG00000003116		protein_coding	TENT4B	TENT4B
ENSMMUG00000003116		protein_coding	TENT4B	TENT4B
ENSMMUG00000003116		protein_coding	TENT4B	TENT4B
ENSMMUG00000061829		protein_coding		
ENSMMUG00000057778		lncRNA		
ENSMMUG00000013513		protein_coding	SHBG	SHBG
ENSMMUG00000027052		miRNA		mml-mir-148b
ENSMMUG00000065260		protein_coding		
ENSMMUG00000027219		miRNA		mml-mir-554
ENSMMUG00000002353		pseudogene		
ENSMMUG00000059011		protein_coding		
ENSMMUG00000059046		lncRNA		
ENSMMUG00000044552		protein_coding	BLCAP	BLCAP
ENSMMUG00000009607		protein_coding	HTR2C	HTR2C
ENSMMUG00000050103		snoRNA		SNORD115
ENSMMUG00000060505		lncRNA		
ENSMMUG00000000434		protein_coding	CDK2AP1	CDK2AP1
ENSMMUG00000003456		protein_coding	GPC4	GPC4
ENSMMUG00000003456		protein_coding	GPC4	GPC4
ENSMMUG00000031851		misc_RNA		Metazoa_SRP
ENSMMUG00000052667		lncRNA		
ENSMMUG00000062436		protein_coding		
ENSMMUG00000013604		protein_coding	POF1B	POF1B
ENSMMUG00000013604		protein_coding	POF1B	POF1B
ENSMMUG00000017463		protein_coding		
ENSMMUG00000056298		misc_RNA		Metazoa_SRP
ENSMMUG00000008049		protein_coding	DTYMK	DTYMK
ENSMMUG00000007673		protein_coding	TRMT61A	TRMT61A
ENSMMUG00000007142		protein_coding	SNX9	SNX9
ENSMMUG00000007142		protein_coding	SNX9	SNX9
ENSMMUG00000007142		protein_coding	SNX9	SNX9
ENSMMUG00000007142		protein_coding	SNX9	SNX9
ENSMMUG00000007142		protein_coding	SNX9	SNX9
ENSMMUG00000007142		protein_coding	SNX9	SNX9
ENSMMUG00000002936		protein_coding	GMPR	GMPR
ENSMMUG00000002936		protein_coding	GMPR	GMPR
ENSMMUG00000002936		protein_coding	GMPR	GMPR
ENSMMUG00000005848		protein_coding	RNF183	RNF183
ENSMMUG00000061198	XK	protein_coding	XK	XK
ENSMMUG00000061198	XK	protein_coding	XK	XK
ENSMMUG00000010142		protein_coding	GRIN2A	GRIN2A
ENSMMUG00000010142		protein_coding	GRIN2A	GRIN2A
ENSMMUG00000011436		protein_coding	EIF4G2	EIF4G2
ENSMMUG00000053625		protein_coding	SC5D	SC5D
ENSMMUG00000060070		lncRNA		
ENSMMUG00000012145		protein_coding	ASAP1	ASAP1
ENSMMUG00000012145		protein_coding	ASAP1	ASAP1
ENSMMUG00000012145		protein_coding	ASAP1	ASAP1
ENSMMUG00000012145		protein_coding	ASAP1	ASAP1
ENSMMUG00000012145		protein_coding	ASAP1	ASAP1
ENSMMUG00000012145		protein_coding	ASAP1	ASAP1
ENSMMUG00000008789		protein_coding	PCBD1	PCBD1
ENSMMUG00000008789		protein_coding	PCBD1	PCBD1
ENSMMUG00000056027		lncRNA		
ENSMMUG00000003922		protein_coding	LAS1L	LAS1L
ENSMMUG00000003922		protein_coding	LAS1L	LAS1L
ENSMMUG00000003922		protein_coding	LAS1L	LAS1L
ENSMMUG00000014308		protein_coding	ZNF34	ZNF34
ENSMMUG00000036752		snRNA		U6
ENSMMUG00000044467		misc_RNA		Metazoa_SRP
ENSMMUG00000016671		protein_coding	GPR84	GPR84
ENSMMUG00000031102		protein_coding	MS4A13	MS4A13
