NAME	X	Y
Week25_DF16_1308	-5.629571724	-3.984369873
Week25_DF16_1309	-0.249671144	14.08386321
Week25_DF16_131	-5.788251718	-4.743046328
Week25_DF16_1310	-6.194221149	-4.396463644
Week25_DF16_1311	-2.229045214	-5.811328566
Week25_DF16_1312	-5.650660745	-5.347616325
Week25_DF16_1313	-6.5944953260000005	-4.1879395
Week25_DF16_1314	4.530631306	-3.451757518
Week25_DF16_1315	4.494089484	-7.907588716
Week25_DF16_1316	-5.8841158139999985	-5.107923451
Week25_DF16_1317	-0.047218621	15.04348024
Week25_DF16_1318	4.220466868	-4.643306199
Week25_DF16_1319	2.9705800410000003	-4.811539413
Week25_DF16_132	-5.643425635	-5.8625232810000005
Week25_DF16_1320	-5.266033802	3.079612529
Week25_DF16_1321	4.1990571260000005	-7.819677599999999
Week25_DF16_1322	4.621821848	-7.859312233
Week25_DF16_1323	-6.362516032	-4.150049763
Week25_DF16_1324	-6.633537567	-4.149779927
Week25_DF16_1325	0.22903019	15.30839137
Week25_DF16_1326	-7.0422553689999985	-3.21337073
Week25_DF16_1327	-7.602384138	-3.032772009
Week25_DF16_1328	0.16247178199999998	15.08172687
Week25_DF16_1329	4.785204248	-8.204152147
Week25_DF16_133	-0.250537202	12.99244363
Week25_DF16_1331	-6.890251707000001	-4.673036326
Week25_DF16_1332	-6.0957227110000005	-2.965532531
Week25_DF16_1333	-4.540667504	-5.042081546
Week25_DF16_1334	4.971836662	-5.963832691
Week25_DF16_1335	-7.992201176	-3.2949074780000003
Week25_DF16_1336	-6.554038522000001	-4.398174953
Week25_DF16_1338	5.968501963	-8.326559226
Week25_DF16_1339	-6.76312526	-2.548423696
Week25_DF16_134	-6.311482417000001	-5.576926651
Week25_DF16_1340	-5.321620691000001	-3.906278554
Week25_DF16_1341	-6.277229836	-4.110671569
Week25_DF16_1342	0.013257101	14.88591269
Week25_DF16_1343	4.66570425	-5.916955504
Week25_DF16_1344	3.403298282	-6.001483146
Week25_DF16_1345	4.298791767	-7.197620522999999
Week25_DF16_1346	-7.644524346	-4.28192081
Week25_DF16_1347	-6.811924499	-5.284855124
Week25_DF16_1348	-6.177086272	-5.323051201
Week25_DF16_1349	-6.132117601	-5.077092628
Week25_DF16_135	-6.068367771	-5.336640283
Week25_DF16_1350	-7.831989917	0.09527736
Week25_DF16_1351	4.713252108	-7.149713367
Week25_DF16_1352	-7.49659106	-2.951843395
Week25_DF16_1353	-5.715469232	-3.311217348
Week25_DF16_1355	-6.094099488	-5.6284139510000015
Week25_DF16_1356	-7.689575873	-5.02555386
Week25_DF16_1357	-0.06549029099999999	14.40422773
Week25_DF16_1359	-7.00615786	-4.433018848
Week25_DF16_136	-5.908817389	-4.5413991110000005
Week25_DF16_1360	-2.980626284	-5.131377087
Week25_DF16_1361	4.5785751910000005	-6.704082425
Week25_DF16_1362	3.814347194	-6.46448615
Week25_DF16_1363	-6.603520944	-3.355139314
Week25_DF16_1364	-5.608341958	-3.171694969
Week25_DF16_1365	-5.333902586000001	-4.534924118999999
Week25_DF16_1366	0.185182271	15.18000425
Week25_DF16_1367	-2.000333325	-4.031313666
Week25_DF16_1368	-0.319995971	13.27376227
Week25_DF16_1369	-2.979415448	-4.51171979
Week25_DF16_137	-6.082839627999999	-5.689604358
Week25_DF16_1370	-7.044282912999999	-2.875485879
Week25_DF16_1371	0.061086403	14.83235138
Week25_DF16_1372	4.588443479	-4.170459923
Week25_DF16_1373	-0.317354456	15.02883515
Week25_DF16_1374	-6.338682342	-5.901379678
Week25_DF16_1375	-0.62467687	-4.156451742
Week25_DF16_1376	-7.197666966	-1.1793741640000002
Week25_DF16_1377	-6.191222524	-5.334063193
Week25_DF16_1378	-6.6799573610000005	-5.45384807
Week25_DF16_1379	5.973761707	-6.583443608
Week25_DF16_138	-0.365511888	12.37088796
Week25_DF16_1380	2.600488744	-4.568762669
Week25_DF16_1381	4.537658873	-7.825036641
Week25_DF16_1382	5.779202952	-5.678099208
Week25_DF16_1383	-3.016817291	-5.207452227
Week25_DF16_1384	5.238516821	-8.254413808999999
Week25_DF16_1385	-6.992705407000001	-3.213095052
Week25_DF16_1386	-8.219899052999999	-5.305395733
Week25_DF16_1387	4.540481143	-7.576593836
Week25_DF16_1388	-5.500750766	-4.129206362
Week25_DF16_1389	-5.783895902	-4.578472153
Week25_DF16_1390	-2.164446841	-4.0824629
Week25_DF16_1392	-5.322709376000001	-3.984088251
Week25_DF16_1393	-0.082259477	14.52405382
Week25_DF16_1394	-6.759809233	-3.485516262
Week25_DF16_1395	-5.980970784	-3.309392102
Week25_DF16_1396	2.477795632	9.435804948
Week25_DF16_1397	-4.839101899	-4.456176062
Week25_DF16_1398	-5.976595121	-5.339204292
Week25_DF16_1399	0.227412241	15.25393587
Week25_DF16_1400	-6.6901991160000005	-5.390766375
Week25_DF16_1401	4.729542174	-6.219074469
Week25_DF16_1402	6.217413636	-7.9478288510000015
Week25_DF16_1403	-0.370817969	-4.064292598
Week25_DF16_1404	4.359154299	-6.886254788
Week25_DF16_1405	-0.145295804	14.47587825
Week25_DF16_1406	4.374058423	-7.424829161
Week25_DF16_1407	4.599091886	-5.419426809
Week25_DF16_1408	-6.074474349	-4.596195669
Week25_DF16_1409	6.031303104	-7.43321493
Week25_DF16_141	-6.5771467989999985	-5.620787356
Week25_DF16_1410	4.483250634	-5.236399683999999
Week25_DF16_1411	-5.510003146	-4.908817973000001
Week25_DF16_1412	-1.7944508	-5.960525474
Week25_DF16_1413	-0.963626122	-4.003639717
Week25_DF16_1414	0.151689047	15.5738694
Week25_DF16_1415	-6.384914205	-4.201374113
Week25_DF16_1416	-5.752519453	-4.054329493
Week25_DF16_1417	-6.407168848	-3.614705497
Week25_DF16_1418	-7.338900521	-1.85821651
Week25_DF16_1419	-6.559750079	-4.16640662
Week25_DF16_142	-6.379198252	-4.644747903
Week25_DF16_1420	-0.323761233	13.63477394
Week25_DF16_1421	-2.673587871	-5.87246687
Week25_DF16_1422	0.266697281	14.59323063
Week25_DF16_1423	-0.078387037	14.68319783
Week25_DF16_1424	-6.759832829	-3.642375195
Week25_DF16_1425	-3.158006246	-5.193477258
Week25_DF16_1426	-0.032347827999999995	15.12715087
Week25_DF16_1427	-2.206426279	-4.249843623
Week25_DF16_1428	3.820045327	-6.088380065
Week25_DF16_1429	-0.50691914	-4.067459492
Week25_DF16_143	-6.658517735	-3.216956618
Week25_DF16_1430	2.6504274430000003	9.839903785
Week25_DF16_1431	-6.6829749220000005	-3.777810018
Week25_DF16_1432	-1.359159068	-4.411487308
Week25_DF16_1433	-0.160399958	14.93571744
Week25_DF16_1434	-7.505304519	-0.330981639
Week25_DF16_1435	5.3640226360000005	-7.564265722000001
Week25_DF16_1436	-7.872462985	0.656412604
Week25_DF16_1437	-6.071737027	-3.4575972960000003
Week25_DF16_1438	0.190387182	15.30756809
Week25_DF16_1439	-7.720728847999999	-0.25144862
Week25_DF16_1440	-0.185856053	14.5643478
Week25_DF16_1441	4.003026638	-7.163164416
Week25_DF16_1442	0.19796296	14.75036609
Week25_DF16_1443	0.208908851	14.23978931
Week25_DF16_1444	0.158907126	14.64694802
Week25_DF16_1445	-5.563225567000001	-4.559419379
Week25_DF16_1446	0.154553046	15.24137816
Week25_DF16_1447	3.984820348	-6.13258713
Week25_DF16_1448	-2.234676317	-5.429079294
Week25_DF16_1449	4.653803421	13.22388209
Week25_DF16_145	-4.783211837	-5.80153367
Week25_DF16_1450	2.644016125	-4.556975593
Week25_DF16_1451	-5.650833557	-2.973929509
Week25_DF16_1452	6.790996947000001	-5.783391172000001
Week25_DF16_1453	5.222288868	-8.354193914
Week25_DF16_1454	-5.751367031	-3.292445225
Week25_DF16_1455	-0.241866422	14.63250744
Week25_DF16_1456	4.299812337	-7.293142187999999
Week25_DF16_1457	0.16888203699999998	14.398014000000002
Week25_DF16_1458	4.0113849	-6.286570702000001
Week25_DF16_1459	-0.157242942	13.78109046
Week25_DF16_146	-2.402637912	-5.72456762
Week25_DF16_1460	2.552983017	9.580066895
Week25_DF16_1461	-6.085179508	-5.199200444
Week25_DF16_1462	4.513698773	-4.628849993999999
Week25_DF16_1463	0.344809663	14.64078742
Week25_DF16_1464	-6.451837012	-5.01461489
Week25_DF16_1465	6.544007893	-4.604681972
Week25_DF16_1466	0.244473357	15.14518843
Week25_DF16_1467	-7.367396197000001	-2.154726605
Week25_DF16_1468	4.689772968	-7.696747722
Week25_DF16_1469	4.083134248	-7.580834781
Week25_DF16_147	-5.337823041	-6.021977044
Week25_DF16_1470	4.3335664330000006	-6.51669332
Week25_DF16_1471	-2.682353008	-5.473601164
Week25_DF16_1472	4.6295863960000005	-6.5545551820000005
Week25_DF16_1473	-6.3848536939999985	-4.25282857
Week25_DF16_1474	5.555344086	-7.948868245
Week25_DF16_1475	0.076470627	15.06493512
Week25_DF16_1476	5.663094246	-7.065804569
Week25_DF16_1477	4.461135908	-7.106441664
Week25_DF16_1478	6.13608857	-7.785452791
Week25_DF16_1479	4.598239404	-7.144320807000001
Week25_DF16_148	-5.90092796	-5.222488837
Week25_DF16_1480	5.17172772	-7.418138813
Week25_DF16_1481	4.512658258	-4.016777342
Week25_DF16_1482	-5.936858848	-3.60530863
Week25_DF16_1483	-0.697120808	-4.15256711
Week25_DF16_1484	0.195860273	14.65094303
Week25_DF16_1485	5.746841271	-6.565709758
Week25_DF16_1486	4.587571168	-7.632159046
Week25_DF16_1487	-6.075146942000001	-4.7712423710000005
Week25_DF16_1488	-5.788827199	-5.50041453
Week25_DF16_1489	4.558796224	-6.212047427000001
Week25_DF16_149	-6.369352527	-5.304486985
Week25_DF16_1490	0.176511485	14.6495074
Week25_DF16_1491	5.002528028	-7.0754280660000015
Week25_DF16_1492	-0.260122607	15.04994242
Week25_DF16_1493	-2.293638237	-5.810984435
Week25_DF16_1494	5.714053104	-6.560807399
Week25_DF16_1495	0.001157651	14.16573428
Week25_DF16_1496	-3.726330853	-3.608376906
Week25_DF16_1497	5.53566778	-7.284561413
Week25_DF16_1498	3.880162077	-7.062542173
Week25_DF16_1499	-7.385096739	-1.943857434
Week25_DF16_15	-6.46796704	-5.065214695
Week25_DF16_150	-4.1955066589999985	-5.662654737
Week25_DF16_1500	-6.64277056	-3.761249677
Week25_DF16_1501	-0.101960698	14.21471953
Week25_DF16_1502	-0.410615775	14.40439547
Week25_DF16_1503	5.766691458	-8.13234851
Week25_DF16_1504	5.004494695	-5.368885098
Week25_DF16_1505	4.436227422	-3.392364924
Week25_DF16_1506	-5.722906087999999	-2.60494156
Week25_DF16_1507	5.851417971	-7.121309836
Week25_DF16_1508	0.021432223	14.301025
Week25_DF16_1509	0.259316571	14.33713126
Week25_DF16_1510	3.716666221	-6.324244137999999
Week25_DF16_1511	4.833591071	-8.188960321
Week25_DF16_1512	-5.595118044	-4.439465588
Week25_DF16_1513	-4.369912082	-4.94416736
Week25_DF16_1514	-0.017552722	14.67685595
Week25_DF16_1515	-7.048160524	-3.63627042
Week25_DF16_1516	-6.43869932	-2.941694287
Week25_DF16_1517	-6.020056992000001	-4.424400069
Week25_DF16_1519	0.222316688	14.93028658
Week25_DF16_152	-5.640843055	-5.7385099
Week25_DF16_1520	5.8265280520000005	-7.043630058
Week25_DF16_1521	-4.980301766	-4.847089614
Week25_DF16_1522	6.374571085	-4.988784683
Week25_DF16_1523	-0.056677649	15.17212279
Week25_DF16_1524	5.080608142	-7.834750517000001
Week25_DF16_1525	0.195516539	14.87725682
Week25_DF16_1526	3.193871903	-5.028869528
Week25_DF16_1527	-0.23334841	14.17183289
Week25_DF16_1528	-7.711120857	-2.8680597060000004
Week25_DF16_1529	4.300620254	-7.832556537
