NAME	X	Y
TYPE	numeric	numeric
Week25_DF16_10	-5.419799622	-5.70471148
Week25_DF16_1000	-5.630719	-4.449732776
Week25_DF16_1001	-7.558678358	-4.477357835
Week25_DF16_1002	0.145476109	15.14976357
Week25_DF16_1004	-7.398125754	-5.310496098
Week25_DF16_1005	-0.0005692890000000001	15.03650118
Week25_DF16_1006	0.048545373	15.54806315
Week25_DF16_1007	-7.291705704	-5.422946519
Week25_DF16_1008	0.244059086	15.23350747
Week25_DF16_1009	-7.093821954	-2.791166179
Week25_DF16_101	-5.7177290460000005	-5.654739879
Week25_DF16_1010	-6.9594303810000016	-5.997844402999999
Week25_DF16_1011	0.322707205	15.2322137
Week25_DF16_1012	-5.474089059	-5.198372372
Week25_DF16_1014	-6.158646072000001	-4.004988852
Week25_DF16_1015	0.178864871	14.9146161
Week25_DF16_1016	-5.663378055	-4.556638377
Week25_DF16_1017	-5.122066407	-4.026491578
Week25_DF16_1018	-5.221404709	-4.99590206
Week25_DF16_1019	-7.106415727000001	-3.242749599
Week25_DF16_102	-4.945507833	-6.011074319
Week25_DF16_1020	0.139818055	15.06729069
Week25_DF16_1021	-4.469500352	-5.035022555
Week25_DF16_1022	-7.127286955	-3.743557009
Week25_DF16_1023	-6.422975522000001	-5.536206116000002
Week25_DF16_1024	0.065681999	15.24131086
Week25_DF16_1025	-8.13602129	-3.468314209
Week25_DF16_1027	-7.700542321	-1.436651285
Week25_DF16_1028	-2.230193077	-5.914099856
Week25_DF16_1029	-6.701881113	-5.205860775
Week25_DF16_103	-5.561844197999999	-5.366599692
Week25_DF16_1030	0.092346741	15.43177702
Week25_DF16_1031	-6.8269771110000015	-3.767780802
Week25_DF16_1032	-7.494503024	-6.536752206
Week25_DF16_1033	-5.658341766	-5.1668306610000005
Week25_DF16_1034	-5.9116046189999985	-4.11776145
Week25_DF16_1035	-0.074626271	14.54556703
Week25_DF16_1036	-0.193023219	14.89714777
Week25_DF16_1037	-2.225245887	-5.568599858
Week25_DF16_1038	0.011019765	14.56926203
Week25_DF16_1039	-1.276414663	-4.642130615
Week25_DF16_1040	-7.423060306	-5.570527061
Week25_DF16_1041	-5.548060542000001	-5.11623799
Week25_DF16_1042	-0.002341598	14.7009137
Week25_DF16_1043	-6.730877605	-4.546469137
Week25_DF16_1044	-5.2531083	-5.8058616810000006
Week25_DF16_1045	-5.815539304	-4.943110629
Week25_DF16_1046	-4.972168843	-5.880969155
Week25_DF16_1047	-6.42517701	-3.770303803
Week25_DF16_1048	0.296796362	15.02175651
Week25_DF16_1049	0.304532084	15.52436971
Week25_DF16_105	-4.342475355	-5.723354395
Week25_DF16_1050	0.550346013	15.31629523
Week25_DF16_1051	0.321749118	15.45020255
Week25_DF16_1052	-7.4617838060000015	-3.189081959
Week25_DF16_1053	-7.362577591	-3.082298304
Week25_DF16_1054	-6.635411165	-3.869639114
Week25_DF16_1055	-5.3321557010000005	-5.38745386
Week25_DF16_1056	-2.264115583	-5.321556796
Week25_DF16_1057	-7.221698223	-3.210169456
Week25_DF16_1058	-5.457858247000001	-5.004783551
Week25_DF16_1059	0.103413713	15.21222851
Week25_DF16_106	-5.563716799	-5.391338642000001
Week25_DF16_1060	0.216069637	15.31984801
Week25_DF16_1061	5.221865722	-7.763912791
Week25_DF16_1062	-8.242393134	-3.37698068
Week25_DF16_1063	0.239109898	15.06933682
Week25_DF16_1064	-8.107992192000001	-2.729939417
Week25_DF16_1065	5.315886568	-8.202709251
Week25_DF16_1066	-4.3533604289999985	-5.73113006
Week25_DF16_1067	-6.232797541	-5.769761145
Week25_DF16_1068	-5.881607757	-5.253376756000001
Week25_DF16_1069	0.382331028	15.16934752
Week25_DF16_107	-6.619649899	-4.984279011
Week25_DF16_1070	-0.117913304	14.75873496
Week25_DF16_1071	-2.398712505	-5.124945047
Week25_DF16_1072	-5.334625627	-4.5886702260000005
Week25_DF16_1073	-8.111332714	-3.060227384
Week25_DF16_1074	-5.420190898	-4.121474805
Week25_DF16_1075	3.070158297	-4.873645143
Week25_DF16_1076	0.226005317	15.23869935
Week25_DF16_1077	0.360731501	15.32201972
Week25_DF16_1078	3.752115804	-6.156164733
Week25_DF16_1079	-7.3612329989999985	-3.3667521110000003
Week25_DF16_108	-5.633440012	-5.302485978
Week25_DF16_1080	0.161171655	15.38770132
Week25_DF16_1081	-5.772367069	-3.79468844
Week25_DF16_1082	-6.804130183	-3.852528767
Week25_DF16_1083	-6.291211743	-5.0540649580000006
Week25_DF16_1084	-0.060476789	14.57607325
Week25_DF16_1085	-7.601751192999999	-0.488700927
Week25_DF16_1086	-6.191184469	-5.51525297
Week25_DF16_1087	-1.979925563	-4.43179604
Week25_DF16_1088	-2.498835316	-4.903767453
Week25_DF16_1089	-7.560070502999999	-2.920972137
Week25_DF16_1090	-0.299227102	14.71229891
Week25_DF16_1091	-0.060381243	15.13954394
Week25_DF16_1092	5.300353577	-4.1089156189999985
Week25_DF16_1093	-7.451266371	-2.074523393
Week25_DF16_1094	-7.128461534	-3.487710805
Week25_DF16_1095	-2.588489157	-5.822963857
Week25_DF16_1096	-5.324590401	-5.220365948
Week25_DF16_1097	-4.910815408	-6.211077961
Week25_DF16_1098	0.074859483	14.22176626
Week25_DF16_1099	-5.673163867	-5.5322079089999985
Week25_DF16_110	-5.6737441460000015	-4.778407485
Week25_DF16_1100	-7.235822303	-3.917892014
Week25_DF16_1101	2.600680197	9.710398437
Week25_DF16_1102	0.110481133	15.39839477
Week25_DF16_1103	-2.910384279	-6.302309919
Week25_DF16_1104	-5.199212796	-5.59135183
Week25_DF16_1105	-0.073275683	15.06635806
Week25_DF16_1106	-7.607954843	-3.120208614
Week25_DF16_1107	-7.611522832	-0.7385716170000001
Week25_DF16_1108	-0.079315655	15.0490972
Week25_DF16_1109	0.298240425	15.25435616
Week25_DF16_111	-6.389532937	-4.91920437
Week25_DF16_1111	-5.202630945	-4.367948052
Week25_DF16_1112	-6.192538316	-5.542070718
Week25_DF16_1113	-5.531298793	-5.37134657
Week25_DF16_1114	-6.853838524	-4.562915262
Week25_DF16_1115	-7.3320817210000016	-4.600879601
Week25_DF16_1116	2.673869208	9.929853272999999
Week25_DF16_1117	-7.120247694	-3.351169309
Week25_DF16_1118	0.330510379	15.42266842
Week25_DF16_1119	-5.231465097	-5.051236089
Week25_DF16_112	-5.516372685	-5.8364691
Week25_DF16_1120	-5.898583553	-4.692850748
Week25_DF16_1121	-6.298341357999999	-4.708246047
Week25_DF16_1122	-3.0847929560000003	-4.911381382
Week25_DF16_1123	-6.255814129	-6.106233745
Week25_DF16_1124	-5.9891268439999985	-4.994618222
Week25_DF16_1125	0.194780714	15.37898377
Week25_DF16_1126	-6.954079003	-3.522045794
Week25_DF16_1127	-5.530785615	-4.538470096
Week25_DF16_1128	-0.523085963	-3.986542126
Week25_DF16_1129	0.286421489	14.87666312
Week25_DF16_1130	-5.888473342	-4.918656549
Week25_DF16_1131	-6.274506892000001	-4.189936975
Week25_DF16_1132	-5.574139384	-4.441462846
Week25_DF16_1133	-0.392845216	-4.045172528
Week25_DF16_1134	-4.981376734	-4.704320264
Week25_DF16_1135	-2.012803862	-5.73807674
Week25_DF16_1136	-4.831550538	-5.443436816
Week25_DF16_1137	-6.26413986	-4.209771502
Week25_DF16_1138	-0.390491144	-4.079092937
Week25_DF16_1139	-6.248094722	-4.321674746
Week25_DF16_114	-5.712829068	-5.513284069
Week25_DF16_1140	0.034295193	15.09422238
Week25_DF16_1141	-7.701408177	-1.54388912
Week25_DF16_1142	5.189365955	-7.274404518
Week25_DF16_1143	-7.254529318999999	-3.666739961
Week25_DF16_1145	-3.03978072	-5.073927724
Week25_DF16_1146	4.288741969	-5.268194698
Week25_DF16_1147	0.193261978	15.30048549
Week25_DF16_1148	-7.350611893	-2.192944255
Week25_DF16_1149	-5.373739509	-4.413107687
Week25_DF16_1150	-5.851101316	-4.167351875
Week25_DF16_1151	-5.956128554	-4.804262688000001
Week25_DF16_1152	-5.814203974	-3.65638091
Week25_DF16_1153	-3.445742302	-4.807873691
Week25_DF16_1154	0.217366072	15.41663861
Week25_DF16_1155	-5.640717897999999	-5.299010774
Week25_DF16_1156	8.688188471	6.9799207160000005
Week25_DF16_1157	-6.139839117	-5.731424131
Week25_DF16_1158	0.530227085	15.18168736
Week25_DF16_1159	-8.470351734	-3.67991879
Week25_DF16_116	-5.128861357	-5.629317928
Week25_DF16_1160	-6.142345122	-3.31352078
Week25_DF16_1161	4.673884082	-3.585712881
Week25_DF16_1162	-6.4537822989999984	-3.236692685
Week25_DF16_1163	0.362039725	15.26564865
Week25_DF16_1164	-7.704056522999999	-3.460342644
Week25_DF16_1165	-5.108612031	-4.984946902
Week25_DF16_1166	0.24773924100000005	14.69027363
Week25_DF16_1167	-5.635505331	-4.62424756
Week25_DF16_1168	-6.256160792999999	-3.622735751
Week25_DF16_1169	-5.563336536	-4.9955160460000005
Week25_DF16_117	-6.20361258	-4.571508463
Week25_DF16_1170	0.222683289	15.37760658
Week25_DF16_1172	-4.241471312	-4.717808624
Week25_DF16_1173	-5.524198196	-4.7002749360000005
Week25_DF16_1174	-5.838624012	-5.528936167
Week25_DF16_1175	-7.2828564889999985	-3.148358662
Week25_DF16_1176	-5.333818039	-4.4705711610000005
Week25_DF16_1177	-7.654519184	-0.817098225
Week25_DF16_1178	-6.798767715	-4.725385245
Week25_DF16_1179	-7.12525802	-3.708956731
Week25_DF16_118	-5.4106731020000005	-4.943047015
Week25_DF16_1180	-6.675471743999998	-7.001606271
Week25_DF16_1181	0.389119199	15.3648871
Week25_DF16_1182	-2.15424587	-5.71961128
Week25_DF16_1183	4.19252907	-6.937952954
Week25_DF16_1184	5.679799673	-4.82552435
Week25_DF16_1185	-0.299356188	14.68876422
Week25_DF16_1186	-6.7911175560000006	-3.686849112
Week25_DF16_1187	0.1837423	15.35595155
Week25_DF16_1188	-2.883360971	-5.517473807999999
Week25_DF16_1189	-2.914366793	-5.088462172
Week25_DF16_119	-4.816093505	-4.712283148
Week25_DF16_1191	-5.824217144	-5.484206303
Week25_DF16_1192	-0.375826441	14.71191893
Week25_DF16_1193	-5.778081982000001	-4.143355154
Week25_DF16_1194	-4.826506074	-5.4551468660000015
Week25_DF16_1195	-6.627741414	-5.467892465
Week25_DF16_1196	-6.612203172999999	-4.296007552
Week25_DF16_1197	0.191895887	15.285194400000002
Week25_DF16_1198	-8.062317806	-6.021726836
Week25_DF16_1199	0.151197245	15.04200805
Week25_DF16_12	-5.108020032	-5.7210122110000015
Week25_DF16_1200	-0.325907977	-4.034203548
Week25_DF16_1201	-6.574102811	-4.962492599
Week25_DF16_1202	-6.577779606	-5.965963298999998
Week25_DF16_1203	0.204135038	15.20823678
Week25_DF16_1204	0.166344731	14.97673093
Week25_DF16_1205	-5.885645107999999	-3.396027783
Week25_DF16_1206	-5.835481099	-4.293418915
Week25_DF16_1207	3.979959667	-5.383540582999999
Week25_DF16_1208	-4.417258201	-4.651274658
Week25_DF16_1209	-7.646463142000001	-2.649094296
Week25_DF16_121	-5.252032847	-5.443057139
Week25_DF16_1210	-7.342598209	-3.48626885
Week25_DF16_1211	-2.60385437	-5.585032574
Week25_DF16_1212	-4.425037616	-5.207591871
Week25_DF16_1213	-6.104038993	-4.788820562
Week25_DF16_1214	-7.472323115	-5.934607381
Week25_DF16_1215	-5.379337337999999	-4.340902819
Week25_DF16_1216	-6.714196102000001	-5.567872225
Week25_DF16_1217	-5.888608476	-3.796789532
Week25_DF16_1218	-6.646501577	-4.998362959
Week25_DF16_1219	-2.573407625	-6.472234522999999
Week25_DF16_122	-5.817413059	-5.452977382
Week25_DF16_1220	-5.926063315	-5.131167608
Week25_DF16_1221	-2.841720603	-5.393541916
Week25_DF16_1222	-6.977289995	-3.422847441
Week25_DF16_1223	-3.285196247	-5.117204842
Week25_DF16_1224	7.27202662	6.540741925
Week25_DF16_1225	0.261818099	14.81563237
Week25_DF16_1226	0.227240712	14.7287969
Week25_DF16_1228	5.197335495	-4.318471158
Week25_DF16_1229	4.192900441	-7.616064823999999
Week25_DF16_1230	-0.17942446399999998	14.9485122
Week25_DF16_1231	0.046546347	14.15316652
Week25_DF16_1232	-7.388135392000001	-3.111435478
Week25_DF16_1233	-6.700909608	-4.914813726
Week25_DF16_1234	3.346414546	-6.282469816
Week25_DF16_1235	-1.314643025	-4.52479442
Week25_DF16_1236	-0.421123368	-4.061342446
Week25_DF16_1237	-5.908831146	-4.503359513
Week25_DF16_1238	0.261737665	15.01414782
Week25_DF16_1239	-7.805047845	-3.340510197
Week25_DF16_1240	-7.374553034	-3.533714844
Week25_DF16_1241	-0.45634482	-4.164767598
Week25_DF16_1242	4.251725776000002	-6.936162241
Week25_DF16_1243	-2.9245294910000004	-5.340463456
Week25_DF16_1244	-6.681917917000001	-6.216208595
Week25_DF16_1245	2.639825508	9.615792488
Week25_DF16_1246	-5.829229324	-4.2206206019999986
Week25_DF16_1247	-2.470020394	-5.402984177
Week25_DF16_1248	-0.219009512	14.9301921
Week25_DF16_1249	-2.225703302	-5.508493525
Week25_DF16_125	-8.043581527	-4.002248097
Week25_DF16_1250	4.003232539	-6.368795101
Week25_DF16_1251	0.104529587	15.48246369
Week25_DF16_1252	-6.074752097	-6.026994375
Week25_DF16_1253	0.180799325	14.56164082
Week25_DF16_1254	-0.323929073	13.69077162
Week25_DF16_1255	-0.421306833	14.74011184
Week25_DF16_1256	-6.114085238	-4.03145665
Week25_DF16_1257	3.670224248	-6.418027722000001
Week25_DF16_1258	4.466854087	-3.728434896
Week25_DF16_1259	0.107931697	14.68604133
Week25_DF16_126	-5.075884745	-5.856525586
Week25_DF16_1260	4.477533172	13.294662900000002
Week25_DF16_1261	-2.490728572	-5.545971677000001
Week25_DF16_1262	-4.445358153	-5.2592955660000005
Week25_DF16_1264	3.951593526	-5.743818987999999
Week25_DF16_1265	-7.957548182000001	-2.825561479
Week25_DF16_1266	0.261588122	15.34817033
Week25_DF16_1267	4.754801286	-8.183938309
Week25_DF16_1268	5.476933683	-6.110570021
Week25_DF16_1269	-2.272254415	-5.7966159070000005
Week25_DF16_127	-4.924714189	-5.727376337000001
Week25_DF16_1270	4.623782386999999	-3.396251597
Week25_DF16_1271	-0.273360809	-4.0319344789999985
Week25_DF16_1272	-2.6664495	-5.669080487
Week25_DF16_1273	-0.03016121	15.20264834
Week25_DF16_1275	-6.0042613860000005	-3.2676884910000004
Week25_DF16_1276	-0.158100201	15.07751026
Week25_DF16_1277	-1.276885152	-4.477997381000001
Week25_DF16_1278	-7.273796286	-3.62696185
Week25_DF16_1279	-5.431369427999999	-5.036505157
Week25_DF16_1280	-7.230884212	-3.009779974
Week25_DF16_1281	-2.987814885	-4.998567239
Week25_DF16_1282	-6.340336772000001	-5.318640099
Week25_DF16_1283	-7.522026087	-3.021534658
Week25_DF16_1284	4.153198879	-5.479001482
Week25_DF16_1285	6.547222692999999	-5.254866627
Week25_DF16_1286	-5.703523897	-4.730107868
Week25_DF16_1287	-4.554467345	-5.195671926
Week25_DF16_1288	-0.238522069	-4.13296915
Week25_DF16_1289	-6.171535404	-5.450773452999999
Week25_DF16_129	-7.869155899	-3.849070147
Week25_DF16_1290	-6.42812075	-3.714530642
Week25_DF16_1291	-6.779856997	-3.593351304
Week25_DF16_1292	-6.651791911	-4.168232626
Week25_DF16_1293	0.067458752	15.0188606
Week25_DF16_1294	4.957460445	-6.362741596
Week25_DF16_1295	0.196786102	15.01097275
Week25_DF16_1296	-6.987839471	-5.80458989
Week25_DF16_1297	-7.498811712999999	-2.893866226
Week25_DF16_1298	-5.7374227960000015	-5.120747762
Week25_DF16_1299	-6.833432892	-5.328213849
Week25_DF16_130	-5.788696121	-5.062328568
Week25_DF16_1300	-6.93307032	-4.039738304
Week25_DF16_1301	4.668731333	-3.937216903
Week25_DF16_1302	0.033744983	15.37959917
Week25_DF16_1303	-2.471818584	-5.648024864
Week25_DF16_1304	-8.552695429	-5.658655337999999
Week25_DF16_1305	4.27804561	-6.786659567
Week25_DF16_1306	-5.629899839	-5.227016372
Week25_DF16_1307	0.277670504	14.26103882
